comment,star
这封面怎么那么山寨加盗版,3
薛冰如果不死，总觉得陆小凤就不会和沙曼在一起了。。。。,4
我要看花满楼啊！！花满楼！！,3
第二遍看了，怎么觉得这么不舒服……这书是不是古龙失恋还是被人劈腿的时候写的,3
香帅。,5
故事本身很并没什么意思，但还是很羡慕作者这种把故事写好的本领。,3
几处明显过于阴谋论了。,3
专业！给力！,5
"这套书我从头看到尾，
好喜欢，
还记得那时候都快把图书馆的门踏破了",5
看的时候心潮澎湃，几乎没有使用过,3
生硬。但是说孤独的那一段是不错的。,3
严格意义上讲，这部小说没有武，也没有侠，只有 江湖、恩怨、情仇和不由己,4
毕生至爱~,5
看完有一个思考：美好生活是建立在物质上的吗？,3
我记得很久以前看过BBC的一个纪录片好像叫雌雄争霸战，和这个很类似,4
简单实用～,4
我们是在谈一场相同的恋爱吗？我们只是活在自己对爱的理解里。爱若没有沟通，总有一天会出问题。,4
手把手教你如何平衡情绪，贵在坚持。理论上受到佛家思想影响较深。,4
唯心主义，不乏谬论。没有能举出很好的例子。而且车轱辘话来回说。,2
米粒赠,3
就是好好地讲故事，没有乱七八糟的剧情堆砌，也没有陈词滥调的语言，这样就很好。,4
轉變的開始。,5
很有心 但不太有阅读的质感,3
了不差人意,3
居然结婚了。。。话说作者叙述能力太糟糕,4
故事还行，但是完全萌不上栞子,4
我爱男主角！很爱爱！,5
读到最后，两人再度一起旅行，挺开心的。,5
为了叶开看这本，略失望，是不是赶稿子太急了。《边城浪子》带来的感动没法延续下去。,3
皇帝与叶孤城对峙那段神了,4
思路真的挺惊奇的，感觉国家现在确实是开始朝着这种道路走了,4
这不仅仅只是单纯的武侠小说，里面更蕴含了无限值得人深思的哲理。,5
都忘了绣花大盗是怎么进的密室,4
古龙就是个沙猪！,3
各种亲情友情各种仇恨。,3
陆小凤是越来越往下坠了……,5
唉~,4
一本通俗小说。但是读起来太难过了，里面的每一个人，都是我。哭成傻逼。,5
仇恨是后天的，所以每个人都可能会恨错，只有爱才是永远不会错的。,3
“成熟就是在表达自己的情感和信念的同时又能体谅他人的想法和感受的能力。”,4
古老师又上人生哲学课来了……,3
语言匮乏,3
直到兰斯出现才代替了这个人在我心中的地位...,4
第一次看的古龙,3
第一部的译者比第二部的译者要用心得多,4
狮子很强大。。。,5
可以看看，还是不错呢。,4
识别关系中的控制者与被控制者；随意评价别人的人常常失控的；控制与评价侵犯了对方的心理边界。,4
不够精练，所谓情绪目标的描述有些泛，不过还是有些用的,4
看了其中两篇就忍不住来推荐下，我波真是故事中的逗比狗战斗机暖心直（？）男……,4
傻逼似的,2
2小时读完，不给力啊。看来作者是功力不到,3
最喜欢花与恐龙那一章,4
     远离A股有益身心健康…,5
真 book porn 感觉又入了一个深坑……,4
以学习者为中心，以绩效为目标。二十五种活动值得活学活用。,4
唔。独特的题材。我慢热,3
叶开,4
个人的古龙入门作..,4
根本停不下来。陆小凤系列里最喜欢的一本。,4
中国人没有平等的概念，但愿有一天所有人能意识到歧视是可耻的。,5
有点胡扯了,3
我只想用一个字来评论下结局，这个字就是：艹！,2
孟星魂让我觉得很熟悉,4
放松一下~挺好,3
飞刀，又见飞刀这个书，真的是随便写写的吧。。。,3
依旧很古龙,4
这部总算有点武林大家庭的感觉了,4
#剧透#为了剧情足够反转，所有人都死了...,4
越到后来越无聊，人物越干瘪，中途弃。,3
反思极权。,5
忽悠小孩去吧,1
印刷质量一般，纸质较差。在大陆算比较完整的版本了，虽然仍是少了几本。,4
以终为始，以终为始，阿弥佗佛~~~,5
经典。,5
又是个烂尾的坑,3
希望遇见这样一群人为什么感觉国内不会有了。,5
这种书最适合我这种好奇心旺盛的人,5
沟通的基础教程,5
是一本很好的爱情教材书，它可以教会我们什么是爱，怎么去爱，如何才是爱的体现……,5
2011.12.21,4
虚幻的世界，究竟是什么？,5
亚马逊10块8入的，一口气看完，很不错的阅读体验。,4
不要总想着抖包袱和炫技，要给别人需要的东西，永远关注培训目标，以学习者为中心，五星推荐！,5
理想妻子那,4
朋友啊，古龙写朋友实在是太得劲了！！,4
终于在春节期间读完了这感动了尼采、瓦格纳和托马斯曼的超级作品！,5
杀与被杀,5
结构和悬念都比第一本好。,4
娘啊！这是啥！！,2
抬起我的头来，我不要低着头死！,4
名侦探陆小凤之这盘棋下的太大了…………,4
还不错啊，但是也没x说的那么绝望刻骨如此那啥吧= =,4
续貂啊续貂...,3
提出异议的人很多，但具有颠覆性并且能够自圆其说的人太少，波普尔算一个。,5
傅红雪，一个没有爱的人，叶开连他残存的一点恨也夺去了。,4
古龙有好作品 但不多,4
我买的是青年版的第一版本，当时大概93年，7块二。那时侯我16岁。6星推荐,5
更喜欢陆小凤。。,4
看的时间太长，拖到现在我几乎快忘记男主名字了==唐玉真绝色无误！,4
看了看圖，文字讀不進去。,2
小而精,4
时间是可以操弄的。时光在我们看一朵花时放慢了脚步。也许这样做，可以让我们慢些老去。,5
柱哥的强项就是重复，无论是脑白金广告，还是口述自传。。。,3
第10章、11章是整本书的精华，可细读。,4
没谁了,5
这书不少熟人看过嘛,4
翻译简直要多恶心有多恶心,2
终于看见一个能看下去的轻小说啦。,5
傅红雪更抢镜,3
这本蛮有味道的，钉鞋和卓东来都是相当不错的典型人物,4
要知道我一向不赞同非理性主义，更不赞同抑郁症患者搞哲学，不过对本书的伟大意义给三星,3
炫技之作,3
律香川这名字太赞了,3
都怪丁情 烂笔头，没明白老师的意思，瞎写。。。。。。。,2
古龙还是不要写那么现代的小说比较好，这种架空的感觉非常糟糕。,2
每况愈下,3
有点乱,3
Mark 一下。,4
反洗脑必备,5
堪称邪乎，很实在。比《不败的谈判技巧》还犀利、丰富。,5
我突然脑洞大开：东野圭吾是不是也看古龙的书……,4
参差不齐 浪费了不少才华可惜了,3
熊老师写武侠言情也是一把好手嘛，这本我以前怎么没看过……,4
本应成为经典的千古大坑。,4
看完覺得自己既不想買房子又不想擁有太多東西。看完覺得他們東西都太多了,4
“这是一本以花朵为主题的自然科普读物。”,5
非常非常精彩，非常非常传奇。,5
两年后的桐人真是成熟了不少，人妻亚丝娜更是香甜可口。,5
喜欢这种题材，尤其是女性主角，似乎有一种天然的亲近感！,5
本质上是个“女孩子要做自己的王子”式的故事，又萌又燃，没人跟我一起萌好鸡摸！,5
废话是越来越厉害了阿,3
英雄无泪,3
这一系列到这个故事时已渐入佳境。古龙写各种情都极为真挚，很难让人不感动。,5
读了可以抑制自杀。,5
关于女人的描写......,3
很好，很有趣。,4
（T）【替换2010-07-27】,5
这真的是古龙写的吗！！！！,2
（T）【替换2012-01-01】,5
除了《蝙蝠传奇》其余那几篇就当我没看过吧……,3
要给他写两篇书评：柏拉图篇，马克思篇——！你说黑格尔？我对他不熟~,4
小的时候读过很喜欢。这并不是一本所谓的“成功学”书,5
不是，不是。,5
好美，非常喜欢日本人的生活态度，工作繁忙，但是在家一定是最舒适的。,4
作为当时还是初中生的我买这种书简直只能用不作死就不会死来形容,4
我！的！世！界！观！被！刷！新！了！ 灵！魂！深！处！已！经！闹！革！命！,5
小心112页,4
当初看这书时，竟然说，这世上有这么多我不懂的事，真是幸福。-_-\\后来想起总想抽自己,4
可以把一些积累的经验和认识归纳起来，重要的是有可信的心理学理论支撑。,4
这是最不古龙的一部古龙小说，不过倒算是开启了我的武侠大门，只是至今未读完末三十页。,5
很一般的关于客户体验的书,2
不知道为何，觉得这书的每一篇章都适合改编成一个童话故事。如果以后有孩子了，我想做这件事…,4
结尾有些超展开，这个题材本来可以写得更长、更有趣些的。,4
绝妙的窗户纸。,5
喜欢一个人，就会试着去把缺少的那一部分补回，就好像汉子般的女主角为喜欢的人增添女人味。,4
西尾维新教你怎么把四个字扩写成一个长篇,3
"May 17~18, 2016. 以学习者为中心，以绩效为基础。以己度人，投其所需。",4
"恩,虽然动画也很好,不过小说果然比动画更好看啊",5
上官小仙真是。。。艾玛,4
我非常不幸地被楚原完全剧透了……,3
爱死古龙了……,5
代笔等于败笔，毁了太多的好剧本了，摔！,3
还是长篇能讲个事出来。前后呼应很不错，但为什么偏偏最后忘了交代铁娃童鞋呢！这个我很不满诶！,4
多情如陆小凤也会专情一小会儿，专情如西门吹雪，也会分情于女人,3
代笔就是不行啊,3
难得的现代题材,3
 2014-08-04 吹吹吹……简直快看不下去了……,3
这反而是我最喜欢的一个故事。不过古龙巨巨写这本的时候大概刚被妹子抛弃了。,5
非常棒！,5
看书古龙的更合我意，且能让我全心投入并深入思考。很好。,4
不自信的古大侠的真实写照,5
看着觉得真寂寞【想买本收着】,5
浪逼中的浪逼 古龙死早了,5
古龙最好的了，看得住这厮彻底放弃治疗了。,3
宇宙的诗意和生命细微处的诗意都在于对“人”的冷漠。生命是流动的形态，动态的秩序平衡。,5
侯世达学生写的，最好的复杂性研究科普读物之一。,4
弦论和十一维空间看上去就像一团毛线，格林给了读者一个线头，他真是科学公众化的大师。,5
一下子回到了高三做“科技文阅读”的时代！爱科学的文科生才是好汉子！,4
死沉死沉的，趴在床上看，晚上总是踢到，满腿都是淤青……,4
人类来自哪里？万物是如何发端的？生命起源、宇宙大爆炸、恋爱的基因驱动，都可在书中找到答案。,4
作为一个理科生读起基本无障碍，文科生应该会比较吃力…,4
霍金认为我们的宇宙可以用虚时间模型更好地表示，让我想起佛家的话：凡所有相，皆为虚妄,4
也是很不错的一本书   里面的UI设计法则很实用,5
学习如何以运营娱乐产业设计体验的角度来运作商业的智慧.,5
非常好看。真是虽然万物静默如谜，却都有各自的智慧与美丽。,4
高手走过的路，读起来如身临其境，市场具有相似性，历史会不断重演，中外莫不如是,5
其实不仅仅是文案才需要它。这个骗子的偶然成功能给很多人希望，哪怕是渺茫的,5
三星半，名侦探栞子,4
入门级培训书籍，上本篇比下半篇写的好。,4
易容术是挽救武侠小说情节进行不下去的最佳技能……,3
　一座高山，一处低岩，一道新泉，一株古松，一炉红火，一壶绿茶，一位老人，一个少年。 ,3
大概是最好看的陆小凤，然而叶孤城太幻灭了···,5
傲慢的口吻 有时候哲学就是要强势而极端才能深刻,4
司马紫烟？？？,3
个人最喜欢,5
其实对律香川一直很向往，新加坡那部电视剧把他改成女儿身倒也蛮有趣,4
